recipe_name,clean_recipe_name,meal_type,cuisine_type,dish_type,ingredients,main_ingredients,calories,protein,carbs,fat,servings,url,everyday_fit_score
Watermelon and Tomato Salad,Watermelon And Tomato Salad,"[""lunch/dinner""]","[""american""]","[""salad""]","[{'food': 'champagne vinegar', 'text': '1⁄4 cup champagne vinegar or white wine vinegar', 'weight': 59.5, 'measure': 'cup', 'quantity': 0.25}, {'food': 'sugar', 'text': '3 tsp. sugar', 'weight': 12.6, 'measure': 'teaspoon', 'quantity': 3}, {'food': 'kosher salt', 'text': '1 tsp. kosher salt', 'weight': 4.854166666912875, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'cayenne', 'text': '1⁄4 tsp. cayenne', 'weight': 0.45, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'red onion', 'text': '1⁄2 small red onion', 'weight': 35, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'seedless watermelon', 'text': '4-lb. piece of seedless watermelon', 'weight': 1814.36948, 'measure': 'pound', 'quantity': 4}, {'food': 'beefsteak tomatoes', 'text': '4 ripe beefsteak tomatoes (about 1 1⁄2 lbs.), stemmed and cored', 'weight': 680.388555, 'measure': 'pound', 'quantity': 1.5}, {'food': 'extra-virgin olive oil', 'text': '1⁄4 cup extra-virgin olive oil', 'weight': 54, 'measure': 'cup', 'quantity': 0.25}, {'food': 'basil', 'text': '1 loosely packed cup roughly torn basil leaves', 'weight': 24, 'measure': 'cup', 'quantity': 1}, {'food': 'mint leaves', 'text': '1 loosely packed cup roughly torn mint leaves', 'weight': 91.2, 'measure': 'cup', 'quantity': 1}, {'food': 'Kosher salt', 'text': 'Kosher salt and freshly ground black pepper', 'weight': 16.65817321000148, 'measure': None, 'quantity': 0}, {'food': 'black pepper', 'text': 'Kosher salt and freshly ground black pepper', 'weight': 8.32908660500074, 'measure': None, 'quantity': 0}]","['champagne vinegar', 'sugar', 'red onion', 'seedless watermelon', 'beefsteak tomatoes', 'mint leaves']",1013.31,16.27,125.1,57.86,4.0,https://www.saveur.com/article/Recipes/Watermelon-and-Tomato-Salad/,104
Bacon and Lettuce Tortilla Wraps,Bacon And Lettuce Tortilla Wraps,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'Bacon', 'text': '12 rashers Bacon', 'weight': 348, 'measure': '<unit>', 'quantity': 12}, {'food': 'cream', 'text': '3 tablespoons salad cream (or mayonnaise)', 'weight': 45, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'Sour cream', 'text': '2 tablespoons Sour cream', 'weight': 24, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'Mustard', 'text': '1 teaspoon medium Mustard', 'weight': 5, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'lemon juice', 'text': '1 teaspoon lemon juice', 'weight': 5.083333333591166, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Tortillas', 'text': '4 Tortillas', 'weight': 96, 'measure': '<unit>', 'quantity': 4}, {'food': 'Lettuce', 'text': '8 Lettuce leaves', 'weight': 40, 'measure': 'leaf', 'quantity': 8}, {'food': 'tomatoes', 'text': '4 tomatoes (sliced)', 'weight': 492, 'measure': '<unit>', 'quantity': 4}]","['bacon', 'cream', 'sour cream', 'mustard', 'lemon juice', 'tortillas', 'lettuce', 'tomatoes']",1875.32,60.09,65.88,154.0,4.0,https://eatsmarter.com/recipes/bacon-and-lettuce-tortilla-wraps,104
Breakfast Grilled Cheese,Breakfast Grilled Cheese,"[""breakfast""]","[""american""]","[""main course""]","[{'food': 'unsalted butter', 'text': '1 tablespoon plus 1 teaspoon unsalted butter, divided', 'weight': 14.2, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'unsalted butter', 'text': '1 tablespoon plus 1 teaspoon unsalted butter, divided', 'weight': 4.729166666906536, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'sandwich bread', 'text': '2 slices sourdough sandwich bread', 'weight': 58, 'measure': 'slice', 'quantity': 2}, {'food': 'eggs', 'text': '2 large eggs', 'weight': 100, 'measure': '<unit>', 'quantity': 2}, {'food': 'kosher salt', 'text': '1/4 teaspoon kosher salt', 'weight': 1.213541666728219, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'jack cheese', 'text': '4 slices American, Monterey Jack, or Pepper jack cheese, divided', 'weight': 112, 'measure': 'slice', 'quantity': 4}]","['unsalted butter', 'sandwich bread', 'eggs', 'jack cheese']",855.4,46.41,29.04,61.42,6.0,https://www.thekitchn.com/breakfast-grilled-cheese-recipe-23159061,104
Spinach & Artichoke Stuffed Mushrooms recipes,Spinach & Artichoke Stuffed Mushrooms Recipes,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'spinach', 'text': '1/2 pkg (10 oz) frozen chopped spinach', 'weight': 283.49523125, 'measure': 'ounce', 'quantity': 10}, {'food': 'cream cheese', 'text': '1 1/2 pkg (8 oz each) cream cheese, room temperature', 'weight': 340.1942775, 'measure': 'ounce', 'quantity': 12}, {'food': 'parmesan', 'text': '1/2 c shredded parmesan', 'weight': 74.353125, 'measure': 'cup', 'quantity': 0.5}, {'food': 'artichoke hearts', 'text': '1 c canned artichoke hearts, chopped', 'weight': 225, 'measure': 'cup', 'quantity': 1}, {'food': 'soup mix', 'text': '1 pkt Lipton Garlic and Herb dry soup mix', 'weight': 74, 'measure': 'package', 'quantity': 1}, {'food': 'mushrooms', 'text': '18 baby bella mushrooms, washed with stems removed', 'weight': 107.9999999999999, 'measure': '<unit>', 'quantity': 18}]","['spinach', 'cream cheese', 'parmesan', 'artichoke hearts', 'soup mix', 'mushrooms']",1955.84,77.74,104.71,142.24,4.0,http://28cooks.blogspot.com/2008/01/spinach-artichoke-stuffed-mushrooms.html,104
lemon barley pilaf,Lemon Barley Pilaf,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'butter', 'text': '1 tablespoon butter', 'weight': 14.2, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'onion', 'text': '1 onion, chopped', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'barley', 'text': '3⁄4 cup pearl barley', 'weight': 138, 'measure': 'cup', 'quantity': 0.75}, {'food': 'chicken stock', 'text': '2 cups chicken stock', 'weight': 480, 'measure': 'cup', 'quantity': 2}, {'food': 'bay leaf', 'text': '1 bay leaf', 'weight': 0.6, 'measure': '<unit>', 'quantity': 1}, {'food': 'carrot', 'text': '1 carrot, chopped', 'weight': 61, 'measure': '<unit>', 'quantity': 1}, {'food': 'red bell pepper', 'text': '1⁄2 red bell pepper, chopped', 'weight': 59.5, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'lemon', 'text': '1 teaspoon lemon, zest of', 'weight': 4.416666666890685, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': 'salt, pepper', 'weight': 5.296300000001345, 'measure': None, 'quantity': 0}]","['butter', 'onion', 'barley', 'chicken stock', 'carrot', 'red bell pepper', 'lemon']",856.77,32.09,140.35,20.96,4.0,http://www.food.com/recipe/lemon-barley-pilaf-84821,104
Real Coconut Shrimp,Real Coconut Shrimp,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'lime juice', 'text': '1 tb Fresh lime juice', 'weight': 15.39999999973963, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'Clarified Butter', 'text': '4 tb Clarified Butter', 'weight': 51.2, 'measure': 'tablespoon', 'quantity': 4}, {'food': 'salt', 'text': 'salt and pepper ; to taste', 'weight': 6.467931329998438, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'salt and pepper ; to taste', 'weight': 3.233965664999219, 'measure': None, 'quantity': 0}, {'food': 'All-purpose flour', 'text': '1 c All-purpose flour', 'weight': 125, 'measure': 'cup', 'quantity': 1}, {'food': 'shrimp', 'text': '1 1/2 lb shrimp ; Jumbo-size', 'weight': 680.388555, 'measure': 'pound', 'quantity': 1.5}, {'food': 'Coconut', 'text': '1 1/2 c Coconut ; freshly grated', 'weight': 120, 'measure': 'cup', 'quantity': 1.5}, {'food': 'Eggs', 'text': '2 Eggs ; beaten', 'weight': 86, 'measure': '<unit>', 'quantity': 2}]","['lime juice', 'clarified butter', 'all purpose flour', 'shrimp', 'coconut', 'eggs']",2041.59,165.01,117.6,104.13,4.0,https://www.bigoven.com/recipe/real-coconut-shrimp/11879,104
Cauliflower with Low Carb Cheese Sauce,Cauliflower With Low Carb Cheese Sauce,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'Cauliflower', 'text': '1 serving Cauliflower (Cooked, Head) (by IRISH5IVE)', 'weight': 537.7777777777777, 'measure': 'head', 'quantity': 1}, {'food': 'Butter, salted', 'text': '2 tbsp Butter, salted', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'Chicken', 'text': '2 tsp BetterThan Bouillon - Chicken Flavor', 'weight': 5.833333333629207, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'Cream Cheese', 'text': '8 oz Cream Cheese', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'Cheddar Cheese', 'text': '8 oz Cheddar Cheese, grated', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}]","['cauliflower', 'butter salted', 'chicken', 'cream cheese', 'cheddar cheese']",2058.39,77.54,46.91,178.96,12.0,https://recipes.sparkpeople.com/recipe-detail.asp?recipe=3158978,104
Peach and Creme Fraiche Pie,Peach And Creme Fraiche Pie,"[""lunch/dinner""]","[""french""]","[""desserts""]","[{'food': 'all-purpose flour', 'text': '1¼ c. all-purpose flour', 'weight': 156.25, 'measure': 'cup', 'quantity': 1.25}, {'food': 'granulated sugar', 'text': '2 tbsp. granulated sugar', 'weight': 25, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'salt', 'text': '.13 tsp. salt', 'weight': 0.7799999713897705, 'measure': 'teaspoon', 'quantity': 0.1299999952316284}, {'food': 'unsalted butter', 'text': '½ c. cold unsalted butter', 'weight': 113.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'egg yolk', 'text': '1 large egg yolk', 'weight': 17, 'measure': '<unit>', 'quantity': 1}, {'food': 'ice water', 'text': '2 tbsp. ice water', 'weight': 29.573529562, 'measure': 'tablespoon', 'quantity': 2}]","['all purpose flour', 'granulated sugar', 'unsalted butter', 'egg yolk', 'ice water']",1534.04,19.76,144.9,98.08,8.0,http://www.delish.com/cooking/recipe-ideas/recipes/a15755/peach-creme-fraiche-pie-recipe-mslo0611/,104
Cheese And Bacon Okra Poppers recipes,Cheese And Bacon Okra Poppers Recipes,"[""lunch/dinner""]","[""french""]","[""main course""]","[{'food': 'bacon', 'text': '16 slices bacon', 'weight': 464, 'measure': 'slice', 'quantity': 16}, {'food': 'okra', 'text': '1 pound okra', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'chive cream cheese', 'text': '1 8-ounce container chive cream cheese, softened', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'cheddar cheese', 'text': '1/2 cup extra-sharp cheddar cheese, shredded', 'weight': 56.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'green onions', 'text': '1/4 cup green onions, chopped', 'weight': 25, 'measure': 'cup', 'quantity': 0.25}, {'food': 'kosher salt', 'text': '1/4 teaspoon kosher salt', 'weight': 1.213541666728219, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'ground pepper', 'text': '1/4 teaspoon freshly ground pepper', 'weight': 0.725, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'vegetable oil', 'text': 'vegetable oil cooking spray', 'weight': 16.6984485146675, 'measure': None, 'quantity': 0}]","['bacon', 'okra', 'chive cream cheese', 'cheddar cheese', 'green onions']",3152.12,99.74,50.51,286.61,4.0,http://www.foodrepublic.com/recipes/cheese-and-bacon-okra-poppers-recipe/,104
Breakfast Pizza,Breakfast Pizza,"[""breakfast""]","[""italian""]","[""main course""]","[{'food': 'pastry', 'text': '* 1 puffed pastry sheet', 'weight': 25, 'measure': 'sheet', 'quantity': 1}, {'food': 'extra virgin olive oil', 'text': '* 1-2 tablespoon extra virgin olive oil', 'weight': 20.25, 'measure': 'tablespoon', 'quantity': 1.5}, {'food': 'egg', 'text': '* 4-6 large egg', 'weight': 250, 'measure': '<unit>', 'quantity': 5}, {'food': 'milk', 'text': '* 4-6 tablespoon milk', 'weight': 75, 'measure': 'tablespoon', 'quantity': 5}, {'food': 'bacon', 'text': '* 4 strip of bacon, cooked and crumbled', 'weight': 116, 'measure': 'strip', 'quantity': 4}, {'food': 'cheese', 'text': '* 1 cup shredded cheese, any kind i fine', 'weight': 113, 'measure': 'cup', 'quantity': 1}]","['pastry', 'egg', 'milk', 'bacon', 'cheese']",1631.28,77.46,20.48,136.65,8.0,http://pocketchangegourmet.com/mothers-day-breakfast-in-bed-breakfast-pizza/,104
French Toast Souffle,French Toast Souffle,"[""breakfast""]","[""french""]","[""desserts""]","[{'food': 'white bread', 'text': '10 cups cubed sturdy white bread', 'weight': 400, 'measure': 'cup', 'quantity': 10}, {'food': 'cream cheese', 'text': '1 (8 ounce) package cream cheese, softened. (Low Fat can be used) (optional)', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'eggs', 'text': '8 large eggs', 'weight': 400, 'measure': '<unit>', 'quantity': 8}, {'food': 'low-fat milk', 'text': '1 1⁄2 cups 2% low-fat milk', 'weight': 366, 'measure': 'cup', 'quantity': 1.5}, {'food': 'half-and-half', 'text': '2⁄3 cup half-and-half', 'weight': 161.3333333333333, 'measure': 'cup', 'quantity': 0.6666666666666666}, {'food': 'maple syrup', 'text': '1⁄2 cup pure maple syrup', 'weight': 157.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'vanilla extract', 'text': '1⁄2 teaspoon vanilla extract', 'weight': 2.1, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'salt', 'text': '1⁄2 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}]","['white bread', 'cream cheese', 'eggs', 'milk', 'half and half', 'maple syrup']",3242.4,124.6,336.39,156.38,16.0,http://www.food.com/recipe/french-toast-souffle-253568,104
Mushroom Pea Risotto recipes,Mushroom Pea Risotto Recipes,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'Low Sodium Vegetable Broth', 'text': '5 Cups Low Sodium Vegetable Broth', 'weight': 1135, 'measure': 'cup', 'quantity': 5}, {'food': 'Olive Oil', 'text': '1 Tablespoon Olive Oil', 'weight': 13.5, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'Shallot', 'text': '½ Shallot', 'weight': 29.55555555555556, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'Garlic', 'text': '2 Cloves Garlic', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'Arborio Rice', 'text': '1 ½ Cup Arborio Rice', 'weight': 300, 'measure': 'cup', 'quantity': 1.5}, {'food': 'salt', 'text': 'salt', 'weight': 11.51664013083333, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'pepper', 'weight': 5.758320065416666, 'measure': None, 'quantity': 0}, {'food': 'Mushrooms', 'text': '8 Ounces Baby Bella Mushrooms, sliced', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'Lemon', 'text': 'Juice of Half Lemon', 'weight': 28, 'measure': 'half', 'quantity': 1}, {'food': 'Lemon', 'text': 'Zest of Half Lemon', 'weight': 28, 'measure': 'half', 'quantity': 1}, {'food': 'Frozen Peas', 'text': '1 Cup Frozen Peas', 'weight': 134, 'measure': 'cup', 'quantity': 1}, {'food': 'Parmesan Cheese', 'text': '2 Tablespoons Shredded Parmesan Cheese', 'weight': 18.58828125, 'measure': 'tablespoon', 'quantity': 2}]","['low sodium vegetable broth', 'shallot', 'garlic', 'arborio rice', 'mushrooms', 'lemon', 'peas', 'parmesan cheese']",1491.13,42.84,281.38,21.86,6.0,http://bitesofflavor.com/mushroom-pea-risotto/,104
BLT Cheese Cups,Blt Cheese Cups,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'Cheddar cheese', 'text': '0.75 cup finely shredded Cheddar cheese, divided', 'weight': 84.75, 'measure': 'cup', 'quantity': 0.75}, {'food': 'romaine lettuce', 'text': '1 cup shredded romaine lettuce', 'weight': 47, 'measure': 'cup', 'quantity': 1}, {'food': 'Roma tomato', 'text': '1 medium Roma tomato, chopped', 'weight': 62, 'measure': '<unit>', 'quantity': 1}, {'food': 'cooked bacon', 'text': '4 slices cooked bacon, crumbled', 'weight': 32.4, 'measure': 'slice', 'quantity': 4}, {'food': 'mayonnaise', 'text': '2 teaspoons mayonnaise', 'weight': 9.625, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'chives', 'text': '1 teaspoon chopped fresh chives', 'weight': 1, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'kosher salt', 'text': '0.25 teaspoon kosher salt', 'weight': 1.213541666728219, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'black pepper', 'text': '0.25 teaspoon ground black pepper', 'weight': 0.575, 'measure': 'teaspoon', 'quantity': 0.25}]","['cheddar cheese', 'romaine lettuce', 'roma tomato', 'bacon', 'mayonnaise', 'chives']",606.59,32.19,7.66,49.95,2.0,https://www.allrecipes.com/recipe/284608/blt-cheese-cups,104
Greek Seasoned Turkey Tenderloins,Greek Seasoned Turkey Tenderloins,"[""lunch/dinner""]","[""american"",""mediterranean""]","[""main course""]","[{'food': 'turkey breast', 'text': '2 (1/2-lb.) turkey breast tenderloins', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'russet potatoes', 'text': '2 large russet potatoes (about 1 lb.), unpeeled, cut into 1-inch pieces', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'artichoke hearts', 'text': '1 (9-oz.) pkg. frozen artichoke hearts, thawed, drained', 'weight': 255.145708125, 'measure': 'ounce', 'quantity': 9}, {'food': 'salad dressing', 'text': '1/2 cup purchased Greek vinaigrette salad dressing', 'weight': 125, 'measure': 'cup', 'quantity': 0.5}, {'food': 'mushroom', 'text': '1 (3-oz.) portobello mushroom cap, cut into 1/2-inch-thick slices', 'weight': 85.048569375, 'measure': 'ounce', 'quantity': 3}, {'food': 'plum tomatoes', 'text': '2 Italian plum tomatoes, quartered', 'weight': 124, 'measure': '<unit>', 'quantity': 2}, {'food': 'green onions', 'text': '2 green onions, cut into 1/2-inch pieces', 'weight': 27.77777777777778, 'measure': '<unit>', 'quantity': 2}]","['turkey breast', 'russet potatoes', 'artichoke hearts', 'salad dressing', 'mushroom', 'plum tomatoes', 'green onions']",1711.98,119.19,101.13,95.71,4.0,https://www.bettycrocker.com/recipes/greek-seasoned-turkey-tenderloins/71d2f2f1-b2c0-4e32-ade1-df9fde7fbd01,104
KISSES Caramel Flan,Kisses Caramel Flan,"[""lunch/dinner""]","[""american""]","[""desserts""]","[{'food': 'vanilla extract', 'text': '1 teaspoon vanilla extract', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'almond extract', 'text': '1/4 teaspoon almond extract', 'weight': 1.05, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'Water', 'text': 'Water', 'weight': 9.347843217660001, 'measure': None, 'quantity': 0}, {'food': 'sweetened condensed milk', 'text': '1 can (14 oz.) sweetened condensed milk', 'weight': 396.89332375, 'measure': 'ounce', 'quantity': 14}, {'food': 'eggs', 'text': '4 eggs', 'weight': 172, 'measure': '<unit>', 'quantity': 4}, {'food': 'water', 'text': '1-1/2 teaspoons water', 'weight': 7.393382391, 'measure': 'teaspoon', 'quantity': 1.5}, {'food': 'whole milk', 'text': '1 can (5 oz.) evaporated whole milk *', 'weight': 141.747615625, 'measure': 'ounce', 'quantity': 5}, {'food': 'salt', 'text': '1/4 teaspoon salt', 'weight': 1.5, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'Milk Chocolates', 'text': ""30 HERSHEY'S KISSES Brand Filled with Caramel Milk Chocolates"", 'weight': 210, 'measure': '<unit>', 'quantity': 30}]","['almond extract', 'sweetened condensed milk', 'eggs', 'milk', 'milk chocolates']",2745.07,73.6,349.35,117.87,10.0,https://www.hersheys.com/recipes/en_US/recipes/8066/kisses-caramel-flan.html,104
Phyllo Pocket Pasties,Phyllo Pocket Pasties,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'Olive Oil', 'text': '1 teaspoon Olive Oil', 'weight': 4.5, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'White Onion', 'text': '½ whole White Onion, Chopped', 'weight': 62.5, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'Garlic', 'text': '2 cloves Garlic, Chopped Finely', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'Carrots', 'text': '2 whole Carrots, Chopped Into Small Cubes', 'weight': 122, 'measure': '<unit>', 'quantity': 2}, {'food': 'Potatoes', 'text': '1-¼ cup Potatoes, Chopped Into Small Cubes', 'weight': 187.5, 'measure': 'cup', 'quantity': 1.25}, {'food': 'Celery', 'text': '2 stalks Celery, Chopped Into Small Cubes', 'weight': 80, 'measure': 'stalk', 'quantity': 2}, {'food': 'Black Pepper', 'text': '½ teaspoons Fresh Ground Black Pepper', 'weight': 1.45, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'Dried Thyme', 'text': '¼ teaspoons Dried Thyme', 'weight': 0.25, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'Low Sodium Vegetable Broth', 'text': '1-½ cup Low Sodium Vegetable Broth', 'weight': 340.5, 'measure': 'cup', 'quantity': 1.5}, {'food': 'Cornstarch', 'text': '1-½ teaspoon Cornstarch', 'weight': 4.0000000005, 'measure': 'teaspoon', 'quantity': 1.5}, {'food': 'Phyllo Dough', 'text': '20 whole Sheets Phyllo Dough, Defrosted', 'weight': 380, 'measure': 'sheet', 'quantity': 20}, {'food': 'Olive Oil', 'text': 'Olive Oil Spray', 'weight': 4.5, 'measure': 'spray', 'quantity': 1}]","['white onion', 'garlic', 'carrots', 'potatoes', 'celery', 'low sodium vegetable broth', 'cornstarch', 'phyllo dough']",1478.14,33.87,259.83,32.69,12.0,https://tastykitchen.com/recipes/main-courses/phyllo-pocket-pasties/,104
